source,target,score_1,score_2,editor_1,editor_2,aligner,agreement,final_score
вероятности,поверить,0,0,E2,E3,e&a,1,0
честная,девушка,0,0,E2,E3,e,1,0
он,Сергей,0,0,E2,E3,e&a,1,0
спрашиваю,интересно,0,0,E2,E3,e&a,1,0
не,будет,0,0,E2,E3,e,1,0
опоздала,девятого,0,0,E2,E3,e,1,0
видела,живого,0,0,E2,E3,e,1,0
основания,причины,0,0,E2,E3,e&a,1,0
так,что,0,0,E2,E3,e,1,0
румяный,слуга,0,0,E2,E3,e,1,0
краю,периферии,0,0,E2,E3,e&a,1,0
Я,это,0,0,E2,E3,e,1,0
Все,всех,0,0,E2,E3,e&a,1,0
к,в,0,0,E2,E3,e,1,0
пыли,порта,0,0,E2,E3,e,1,0
апельсинной,думает,0,0,E2,E3,e,1,0
прочь,сумасшедший,0,0,E2,E3,e,1,0
ввиду,этим,0,0,E2,E3,e,1,0
несчастия,несчастья,0,0,E2,E3,e&a,1,0
язык,графа,0,0,E2,E3,e,1,0
приходила,теряла,0,0,E2,E3,e&a,1,0
тропинки,встал,0,0,E2,E3,e,1,0
блестящими,другому,0,0,E2,E3,e,1,0
к,из,0,0,E2,E3,e,1,0
своем,что,0,0,E2,E3,e,1,0
поедешь,X,0,0,E2,E3,e,1,0
ближе,раньше,0,0,E2,E3,e,1,0
Эраст,Фандорин,0,0,E2,E3,e&a,1,0
наверное,так,0,0,E2,E3,e,1,0
услугу,уйти,0,0,E2,E3,e&a,1,0
другая,другой,0,0,E2,E3,e&a,1,0
Назад,Если,0,0,E2,E3,e&a,1,0
молодости,блестящая,0,0,E2,E3,e,1,0
этой,моей,0,0,E2,E3,e,1,0
где,для,0,0,E2,E3,e,1,0
Канцлер,Он,0,0,E2,E3,e&a,1,0
когда,как,0,0,E2,E3,e&a,1,0
корпусу,как,0,0,E2,E3,e,1,0
через,я,0,0,E2,E3,e,1,0
не,этом,0,0,E2,E3,e,1,0
метал,играл,0,0,E2,E3,e&a,1,0
большую,большой,0,0,E2,E3,e&a,1,0
Пантелеймона,плакать,0,0,E2,E3,e,1,0
Первый,на,0,0,E2,E3,e,1,0
знать,сказать,0,0,E2,E3,e&a,1,0
путь,рассказывать,0,0,E2,E3,e&a,1,0
хозяйки,хозяйкой,0,0,E2,E3,e&a,1,0
приятной,приятный,0,0,E2,E3,e&a,1,0
выпив,вместе,0,0,E2,E3,e,1,0
совершенно,совсем,0,0,E2,E3,e&a,1,0
рублем,понедельникам,0,0,E2,E3,e,1,0
царь,Александр,0,0,E2,E3,e&a,1,0
Кстати,Да,0,0,E2,E3,e&a,1,0
воротился,и,0,0,E2,E3,e,1,0
письме,адрес,0,0,E2,E3,e&a,1,0
утопленницей,Ольгу,0,0,E2,E3,e&a,1,0
По,я,0,0,E2,E3,e,1,0
Знает,Да,0,0,E2,E3,e,1,0
единственному,доволен,0,0,E2,E3,e,1,0
прыгнула,нула,0,0,E2,E3,e,1,0
вне,не,0,0,E2,E3,e,1,0
получилось,её,0,0,E2,E3,e,1,0
он,Славный,0,0,E2,E3,e,1,0
же,Я,0,0,E2,E3,e,1,0
здесь,там,0,0,E2,E3,e&a,1,0
раздражал,казалось,0,0,E2,E3,e&a,1,0
Человек,смелый,0,0,E2,E3,e,1,0
муж,мужа,0,0,E2,E3,e,1,0
одного,в,0,0,E2,E3,e,1,0
состоянии,могу,0,0,E2,E3,e&a,1,0
танцовать,подходил,0,0,E2,E3,e,1,0
не,простили,0,0,E2,E3,e,1,0
дворянско,кого,0,0,E2,E3,e,1,0
все,ничего,0,0,E2,E3,e&a,1,0
Николаевны,Анны,0,0,E2,E3,e,1,0
надо,хотела,0,0,E2,E3,e&a,1,0
одни,одна,0,0,E2,E3,e&a,1,0
Ирина,Ольга,0,0,E2,E3,e&a,1,0
Больше,теперь,0,0,E2,E3,e,1,0
рад,рада,0,0,E2,E3,e&a,1,0
мой,я,0,0,E2,E3,e,1,0
сели,села,0,0,E2,E3,e,1,0
минуту,нуту,0,0,E2,E3,e&a,1,0
Азазель,Азазеле,0,0,E2,E3,e&a,1,0
себя,кто,0,0,E2,E3,e,1,0
губах,губами,0,0,E2,E3,e&a,1,0
отстал,остановился,0,0,E2,E3,e&a,1,0
реакции,уже,0,0,E2,E3,e,1,0
молодцом,молодец,0,0,E2,E3,e&a,1,0
падением,падение,0,0,E2,E3,e&a,1,0
что,я,0,0,E2,E3,e,1,0
хорош,хороший,0,0,E2,E3,e&a,1,0
осторожнее,Одно,0,0,E2,E3,e,1,0
уздцы,если,0,0,E2,E3,e,1,0
талья,игра,0,0,E2,E3,e&a,1,0
ужасно,смотреть,0,0,E2,E3,e,1,0
выйди,вышла,0,0,E2,E3,e,1,0
услышала,дама,0,0,E2,E3,e,1,0
девиц,девушек,0,0,E2,E3,e&a,1,0
орешками,орешки,0,0,E2,E3,e&a,1,0
по,так,0,0,E2,E3,e,1,0
Гриднев,Соболев,0,0,E2,E3,e&a,1,0
мой,его,0,0,E2,E3,e&a,1,0
знает,любишь,0,0,E2,E3,e,1,0
возвращая,возвращал,0,0,E2,E3,e&a,1,0
от,О,0,0,E2,E3,e,1,0
турецкие,тылы,0,0,E2,E3,e,1,0
выговорил,чтос,0,0,E2,E3,e,1,0
то,как,0,0,E2,E3,e,1,0
страстной,её,0,0,E2,E3,e,1,0
него,Его,0,0,E2,E3,e&a,1,0
ему,ним,0,0,E2,E3,e&a,1,0
увернулась,крикнула,0,0,E2,E3,e&a,1,0
поглотать,совсем,0,0,E2,E3,e,1,0
следственной,нашей,0,0,E2,E3,e&a,1,0
останется,маленьким,0,0,E2,E3,e,1,0
О,в,0,0,E2,E3,e,1,0
тронута,целы,0,0,E2,E3,e&a,1,0
Где,А,0,0,E2,E3,e,1,0
Venus,Vеnus,0,0,E2,E3,e&a,1,0
Ну,Мне,0,0,E2,E3,e,1,0
готовится,готовят,0,0,E2,E3,e&a,1,0
играть,бегать,0,0,E2,E3,e&a,1,0
нестабильная,—,0,0,E2,E3,e,1,0
хотелось,буду,0,0,E2,E3,e&a,1,0
посещало,она,0,0,E2,E3,e,1,0
было,висело,0,0,E2,E3,e&a,1,0
дворецкого,бабушку,0,0,E2,E3,e&a,1,0
почувствовал,весь,0,0,E2,E3,e,1,0
и,чем,0,0,E2,E3,e,1,0
прекрасное,князь,0,0,E2,E3,e,1,0
он,было,0,0,E2,E3,e,1,0
ж,же,0,0,E2,E3,e,1,0
фокс,ный,0,0,E2,E3,e,1,0
зелеными,идёт,0,0,E2,E3,e,1,0
Илья,Калинин,0,0,E2,E3,e,1,0
говорил,Да,0,0,E2,E3,e,1,0
то,в,0,0,E2,E3,e,1,0
дальним,одним,0,0,E2,E3,e&a,1,0
показывала,хозяйственных,0,0,E2,E3,e,1,0
таинственною,таинственной,0,0,E2,E3,e&a,1,0
задумчивою,задумчивой,0,0,E2,E3,e&a,1,0
если,Мне,0,0,E2,E3,e,1,0
будешь,тобудешь,0,0,E2,E3,e&a,1,0
Здесь,Я,0,0,E2,E3,e,1,0
Зала,Зал,0,0,E2,E3,e&a,1,0
вы,девушка,0,0,E2,E3,e,1,0
любопытная,журналистов,0,0,E2,E3,e,1,0
ложу,билеты,0,0,E2,E3,e,1,0
Карета,Дверцы,0,0,E2,E3,e,1,0
Значит,Ты,0,0,E2,E3,e&a,1,0
Ивановне,Ивановной,0,0,E2,E3,e&a,1,0
дающею,дающей,0,0,E2,E3,e&a,1,0
дети,детям,0,0,E2,E3,e&a,1,0
вольтеровы,глубокое,0,0,E2,E3,e&a,1,0
щек,чистотой,0,0,E2,E3,e,1,0
Вот,Какой,0,0,E2,E3,e&a,1,0
наконец,наконецто,0,0,E2,E3,e&a,1,0
своему,своём,0,0,E2,E3,e&a,1,0
Александра,Елизавете,0,0,E2,E3,e,1,0
создание,несчастна,0,0,E2,E3,e,1,0
Чиновник,Его,0,0,E2,E3,e&a,1,0
земский,Убили,0,0,E2,E3,e,1,0
лошадиных,маленьких,0,0,E2,E3,e&a,1,0
ее,эту,0,0,E2,E3,e&a,1,0
длинном,палатку,0,0,E2,E3,e&a,1,0
посмел,начинать,0,0,E2,E3,e,1,0
Я,он,0,0,E2,E3,e,1,0
свое,своего,0,0,E2,E3,e&a,1,0
канон,меня,0,0,E2,E3,e,1,0
щеку,Саша,0,0,E2,E3,e&a,1,0
в,всей,0,0,E2,E3,e,1,0
иначе,другому,0,0,E2,E3,e&a,1,0
опрокинул,свой,0,0,E2,E3,e,1,0
обедне,церковь,0,0,E2,E3,e&a,1,0
Сейчас,к,0,0,E2,E3,e,1,0
сидеть,сидел,0,0,E2,E3,e&a,1,0
лесу,леса,0,0,E2,E3,e&a,1,0
2½,половиной,0,0,E2,E3,e,1,0
школою,школой,0,0,E2,E3,e&a,1,0
один,не,0,0,E2,E3,e,1,0
алкоголе,интересы,0,0,E2,E3,e,1,0
падучую,возможной,0,0,E2,E3,e,1,0
даря,Анна,0,0,E2,E3,e,1,0
с,не,0,0,E2,E3,e,1,0
минута,Сергей,0,0,E2,E3,e,1,0
удивлением,Сергею,0,0,E2,E3,e,1,0
узнать,уз,0,0,E2,E3,e&a,1,0
в,областью,0,0,E2,E3,e,1,0
ближе,больше,0,0,E2,E3,e&a,1,0
каюты,вода,0,0,E2,E3,e,1,0
его,им,0,0,E2,E3,e&a,1,0
«,группы,0,0,E2,E3,e,1,0
Оленьку,подвезти,0,0,E2,E3,e,1,0
Без,обязательно,0,0,E2,E3,e,1,0
искренно,искрен,0,0,E2,E3,e&a,1,0
развитии,развития,0,0,E2,E3,e&a,1,0
Литейной,Литейному,0,0,E2,E3,e&a,1,0
—,общем,0,0,E2,E3,e,1,0
владельцами,людьми,0,0,E2,E3,e&a,1,0
а,В,0,0,E2,E3,e,1,0
мужа,мужу,0,0,E2,E3,e&a,1,0
отвечал,ответил,0,0,E2,E3,e&a,1,0
черными,совсем,0,0,E2,E3,e,1,0
желанье,желание,0,0,E2,E3,e&a,1,0
предстоящем,планах,0,0,E2,E3,e&a,1,0
не,невозможно,0,0,E2,E3,e&a,1,0
всякие,это,0,0,E2,E3,e,1,0
Осман,Османа,0,0,E2,E3,e&a,1,0
как,мы,0,0,E2,E3,e,1,0
входящего,даме,0,0,E2,E3,e,1,0
появишься,появляться,0,0,E2,E3,e&a,1,0
слышны,детской,0,0,E2,E3,e,1,0
тихую,тихой,0,0,E2,E3,e&a,1,0
смотренье,это,0,0,E2,E3,e&a,1,0
мучительном,поздние,0,0,E2,E3,e,1,0
штабному,добавил,0,0,E2,E3,e,1,0
рад,приказчику,0,0,E2,E3,e,1,0
убранной,комнате,0,0,E2,E3,e,1,0
выхода,том,0,0,E2,E3,e,1,0
чтобы,сделать,0,0,E2,E3,e,1,0
же,нет,0,0,E2,E3,e,1,0
Дай,Лили,0,0,E2,E3,e,1,0
где,Когда,0,0,E2,E3,e&a,1,0
год,годдва,0,0,E2,E3,e&a,1,0
третьего,поговорил,0,0,E2,E3,e,1,0
гораздо,точно,0,0,E2,E3,e,1,0
женится,женился,0,0,E2,E3,e&a,1,0
волнение,нение,0,0,E2,E3,e&a,1,0
госпожа,госпожой,0,0,E2,E3,e&a,1,0
взволнуются,пойдут,0,0,E2,E3,e&a,1,0
Что,Кто,0,0,E2,E3,e&a,1,0
сделать,о,0,0,E2,E3,e,1,0
хозяйство,хозяйства,0,0,E2,E3,e&a,1,0
её,неё,0,0,E2,E3,e&a,1,0
в,по,0,0,E2,E3,e,1,0
недели,VI,0,0,E2,E3,e,1,0
не,свои,0,0,E2,E3,e,1,0
фортепьянам,фортепьяно,0,0,E2,E3,e&a,1,0
употребил,сделал,0,0,E2,E3,e&a,1,0
голубом,красивом,0,0,E2,E3,e,1,0
опоили,говорил,0,0,E2,E3,e,1,0
с,там,0,0,E2,E3,e,1,0
и,стало,0,0,E2,E3,e,1,0
точно,серой,0,0,E2,E3,e,1,0
выручает,зарабатывает,0,0,E2,E3,e&a,1,0
вас,есть,0,0,E2,E3,e,1,0
остановил,оста,0,0,E2,E3,e&a,1,0
крыльями,встать,0,0,E2,E3,e,1,0
не,плохо,0,0,E2,E3,e,1,0
Пшехоцким,Пшехоцкий,0,0,E2,E3,e&a,1,0
дамы,дам,0,0,E2,E3,e&a,1,0
Ганецкому,Ганецкого,0,0,E2,E3,e&a,1,0
Фердыщенко,хотел,0,0,E2,E3,e,1,0
послала,Вронского,0,0,E2,E3,e,1,0
Куда,Нет,0,0,E2,E3,e&a,1,0
дверях,увидел,0,0,E2,E3,e,1,0
супружеству,совместной,0,0,E2,E3,e&a,1,0
писали,знали,0,0,E2,E3,e&a,1,0
завяла,мг,0,0,E2,E3,e,1,0
восьмого,восьмогокнязь,0,0,E2,E3,e&a,1,0
что,Но,0,0,E2,E3,e&a,1,0
старшины,начать,0,0,E2,E3,e,1,0
сверкнул,полковника,0,0,E2,E3,e,1,0
список,точно,0,0,E2,E3,e,1,0
Ольги,привезут,0,0,E2,E3,e,1,0
которые,и,0,0,E2,E3,e,1,0
просто,сказал,0,0,E2,E3,e,1,0
Подъезжая,Когда,0,0,E15,E16,a,1,0
обратно,будет,0,0,E15,E16,a,1,0
Про,увидел,0,0,E15,E16,a,1,0
покоями,романы,0,0,E15,E16,a,1,0
выпустили,возвращается,0,0,E15,E16,a,1,0
начнется,допросе,0,0,E15,E16,a,1,0
наблюдений,направ,0,0,E15,E16,a,1,0
он,другим,0,0,E15,E16,a,1,0
подрядчик,чик,0,0,E15,E16,a,1,0
Эдакой,Ведь,0,0,E15,E16,a,1,0
иметь,повлиять,0,0,E15,E16,a,1,0
Послушаем,смелых,0,0,E15,E16,a,1,0
круглосуточно,столовой,0,0,E15,E16,a,1,0
вел,ответил,0,0,E15,E16,a,1,0
игнорирую,иг,0,0,E15,E16,a,1,0
эту,сейчас,0,0,E15,E16,a,1,0
нас,Много,0,0,E15,E16,a,1,0
удовольствием,работниками,0,0,E15,E16,a,1,0
свежим,му,0,0,E15,E16,a,1,0
свиданья,отчаянии,0,0,E15,E16,a,1,0
Плакал,Честный,0,0,E15,E16,a,1,0
кланяясь,матушкой,0,0,E15,E16,a,1,0
совсем,вдруг,0,0,E15,E16,a,1,0
так,всегда,0,0,E15,E16,a,1,0
мистер,слуга,0,0,E15,E16,a,1,0
подурнела,выглядеть,0,0,E15,E16,a,1,0
ничего,дело,0,0,E15,E16,a,1,0
проклятой,наша,0,0,E15,E16,a,1,0
Нет,знает,0,0,E15,E16,a,1,0
давать,объяснять,0,0,E15,E16,a,1,0
обеду,ня,0,0,E15,E16,a,1,0
самолюбивого,молодую,0,0,E15,E16,a,1,0
остановил,новил,0,0,E15,E16,a,1,0
быстрыми,хорошо,0,0,E15,E16,a,1,0
ниточки,штурма,0,0,E15,E16,a,1,0
рассмеявшись,пробормотал,0,0,E15,E16,a,1,0
более,может,0,0,E15,E16,a,1,0
нибудь,хорошо,0,0,E15,E16,a,1,0
безумно,жалко,0,0,E15,E16,a,1,0
Нынче,скачки,0,0,E15,E16,a,1,0
скажите,ска,0,0,E15,E16,a,1,0
непоколебимым,не,0,0,E15,E16,a,1,0
бьют,Знают,0,0,E15,E16,a,1,0
не,негде,0,0,E15,E16,a,1,0
злится,нала,0,0,E15,E16,a,1,0
армии,победы,0,0,E15,E16,a,1,0
невинном,детстве,0,0,E15,E16,a,1,0
именно,не,0,0,E15,E16,a,1,0
позитивной,народной,0,0,E15,E16,a,1,0
надеяться,пожалуйста,0,0,E15,E16,a,1,0
вашим,приятным,0,0,E15,E16,a,1,0
пропадать,пойду,0,0,E15,E16,a,1,0
кость,собака,0,0,E15,E16,a,1,0
смерти,имя,0,0,E15,E16,a,1,0
прозевает,обязательно,0,0,E15,E16,a,1,0
утихло,стало,0,0,E15,E16,a,1,0
держат,считают,0,0,E15,E16,a,1,0
приобретают,при,0,0,E15,E16,a,1,0
на,навстречу,0,0,E15,E16,a,1,0
или,слишком,0,0,E15,E16,a,1,0
грубой,блестящей,0,0,E15,E16,a,1,0
бы,разрешайте,0,0,E15,E16,a,1,0
волосами,вами,0,0,E15,E16,a,1,0
женитесь,бить,0,0,E15,E16,a,1,0
полною,светловолосому,0,0,E15,E16,a,1,0
шефа,знал,0,0,E15,E16,a,1,0
ответил,встал,0,0,E15,E16,a,1,0
сволочью,одежду,0,0,E15,E16,a,1,0
придираетесь,етесь,0,0,E15,E16,a,1,0
круто,громко,0,0,E15,E16,a,1,0
дилижансное,мусульманские,0,0,E15,E16,a,1,0
доводилось,Нет,0,0,E15,E16,a,1,0
повторил,повто,0,0,E15,E16,a,1,0
когда,скоро,0,0,E15,E16,a,1,0
замедлила,появилась,0,0,E15,E16,a,1,0
была,поцеловал,0,0,E15,E16,a,1,0
Характерно,писал,0,0,E15,E16,a,1,0
Твердость,Твоя,0,0,E15,E16,a,1,0
Дарья,беря,0,0,E15,E16,a,1,0
Аркадьичем,кадьи,0,0,E15,E16,a,1,0
старичок,Скоро,0,0,E15,E16,a,1,0
кинулся,узнал,0,0,E15,E16,a,1,0
питаете,думаете,0,0,E15,E16,a,1,0
весело,вчера,0,0,E15,E16,a,1,0
осаждала,готовилась,0,0,E15,E16,a,1,0
петербургская,тербурге,0,0,E15,E16,a,1,0
бросилась,заметил,0,0,E15,E16,a,1,0
посмеюсь,показывайтесь,0,0,E15,E16,a,1,0
нем,встрече,0,0,E15,E16,a,1,0
глаз,Слуга,0,0,E15,E16,a,1,0
отдел,шифровальщик,0,0,E15,E16,a,1,0
силах,попыталась,0,0,E15,E16,a,1,0
странное,хотя,0,0,E15,E16,a,1,0
Наблюдение,Второе,0,0,E15,E16,a,1,0
столоначальника,бумаги,0,0,E15,E16,a,1,0
реформатора,его,0,0,E15,E16,a,1,0
смотреть,перрон,0,0,E15,E16,a,1,0
решительно,ужасным,0,0,E15,E16,a,1,0
Может,понимаю,0,0,E15,E16,a,1,0
Извольте,Скажу,0,0,E15,E16,a,1,0
остроумнейших,любимых,0,0,E15,E16,a,1,0
Варя,всадник,0,0,E15,E16,a,1,0
тянуло,идти,0,0,E15,E16,a,1,0
отвечал,повторяла,0,0,E15,E16,a,1,0
очевидно,но,0,0,E15,E16,a,1,0
внутренней,внут,0,0,E15,E16,a,1,0
протянул,сказала,0,0,E15,E16,a,1,0
резко,давно,0,0,E15,E16,a,1,0
искренности,неестественно,0,0,E15,E16,a,1,0
стало,значит,0,0,E15,E16,a,1,0
дрожала,цело,0,0,E15,E16,a,1,0
столом,внаём,0,0,E15,E16,a,1,0
непременно,прекрасно,0,0,E15,E16,a,1,0
прогнал,дал,0,0,E15,E16,a,1,0
сумели,было,0,0,E15,E16,a,1,0
Гамид,султан,0,0,E15,E16,a,1,0
нерусским,не,0,0,E15,E16,a,1,0
низменное,высокое,0,0,E15,E16,a,1,0
осудит,похвалит,0,0,E15,E16,a,1,0
клонит,сказать,0,0,E15,E16,a,1,0
сношения,разговаривать,0,0,E15,E16,a,1,0
отсутствовал,не,0,0,E15,E16,a,1,0
Он,Говорил,0,0,E15,E16,a,1,0
ли,крепко,0,0,E15,E16,a,1,0
давеча,казньраньше,0,0,E15,E16,a,1,0
кухарку,мужу,0,0,E15,E16,a,1,0
спрятаны,чемодане,0,0,E15,E16,a,1,0
действительности,концентрированном,0,0,E15,E16,a,1,0
догнал,дог,0,0,E15,E16,a,1,0
расхохотался,посмотрела,0,0,E15,E16,a,1,0
маялся,был,0,0,E15,E16,a,1,0
сконфузились,устали,0,0,E15,E16,a,1,0
воспламенены,успокоились,0,0,E15,E16,a,1,0
грудь,княгиней,0,0,E15,E16,a,1,0
Третий,Где,0,0,E15,E16,a,1,0
тихо,голоса,0,0,E15,E16,a,1,0
консилиум,родственники,0,0,E15,E16,a,1,0
сжал,бросил,0,0,E15,E16,a,1,0
простите,проституток,0,0,E15,E16,a,1,0
кивают,съесть,0,0,E15,E16,a,1,0
наклонен,предпочитает,0,0,E15,E16,a,1,0
примирения,при,0,0,E15,E16,a,1,0
закружилась,исчезла,0,0,E15,E16,a,1,0
Запели,Стало,0,0,E15,E16,a,1,0
засовывая,заня,0,0,E15,E16,a,1,0
мяучит,ковры,0,0,E15,E16,a,1,0
Наступила,Ночью,0,0,E15,E16,a,1,0
способствовали,было,0,0,E15,E16,a,1,0
взял,закончил,0,0,E15,E16,a,1,0
длинном,специальный,0,0,E15,E16,a,1,0
отучатся,стать,0,0,E15,E16,a,1,0
Подбросить,чтобы,0,0,E15,E16,a,1,0
вернетесь,займётесь,0,0,E15,E16,a,1,0
Да,его,0,0,E15,E16,a,1,0
каждого,одним,0,0,E15,E16,a,1,0
подавая,смотрела,0,0,E15,E16,a,1,0
он,предложил,0,0,E15,E16,a,1,0
поверю,Нет,0,0,E15,E16,a,1,0
Варя,Неожиданно,0,0,E15,E16,a,1,0
действительно,неожиданностью,0,0,E15,E16,a,1,0
фигуре,успеху,0,0,E15,E16,a,1,0
переводят,направлен,0,0,E15,E16,a,1,0
сей,Теперь,0,0,E15,E16,a,1,0
посидели,письма,0,0,E15,E16,a,1,0
определении,изменении,0,0,E15,E16,a,1,0
силе,рабочим,0,0,E15,E16,a,1,0
полный,интересный,0,0,E15,E16,a,1,0
покривился,понравились,0,0,E15,E16,a,1,0
перестанет,не,0,0,E15,E16,a,1,0
Но,Теперь,0,0,E15,E16,a,1,0
дразнил,думал,0,0,E15,E16,a,1,0
моих,них,0,0,E15,E16,a,1,0
хоть,если,0,0,E15,E16,a,1,0
позвонил,быстро,0,0,E15,E16,a,1,0
прочим,строго,0,0,E15,E16,a,1,0
устремился,дали,0,0,E15,E16,a,1,0
взор,обманула,0,0,E15,E16,a,1,0
обыкновенно,прежние,0,0,E15,E16,a,1,0
выйдет,нужна,0,0,E15,E16,a,1,0
Ярославле,Яро,0,0,E15,E16,a,1,0
устроить,увидеться,0,0,E15,E16,a,1,0
увидел,побежал,0,0,E15,E16,a,1,0
личный,настоящая,0,0,E15,E16,a,1,0
кушетке,стрижку,0,0,E15,E16,a,1,0
рад,радрад,0,0,E15,E16,a,1,0
находите,хотите,0,0,E15,E16,a,1,0
старшины,желания,0,0,E15,E16,a,1,0
скорбного,мысли,0,0,E15,E16,a,1,0
робко,быстро,0,0,E15,E16,a,1,0
доживающие,помогают,0,0,E15,E16,a,1,0
успел,остановился,0,0,E15,E16,a,1,0
Если,Знаете,0,0,E15,E16,a,1,0
кармана,то,0,0,E15,E16,a,1,0
мольбой,жаром,0,0,E15,E16,a,1,0
имеющий,жаловаться,0,0,E15,E16,a,1,0
успокоительное,услышал,0,0,E15,E16,a,1,0
бесновался,бросал,0,0,E15,E16,a,1,0
хлюпать,лить,0,0,E15,E16,a,1,0
носилась,дул,0,0,E15,E16,a,1,0
Между,Потом,0,0,E15,E16,a,1,0
приходится,трудно,0,0,E15,E16,a,1,0
отряхнуться,идти,0,0,E15,E16,a,1,0
Петром,доктором,0,0,E15,E16,a,1,0
успел,открыл,0,0,E15,E16,a,1,0
Чиновник,знакомый,0,0,E15,E16,a,1,0
мысль,ничто,0,0,E15,E16,a,1,0
продержались,бой,0,0,E15,E16,a,1,0
Говорят,поехал,0,0,E15,E16,a,1,0
сердце,жизни,0,0,E15,E16,a,1,0
платье,обняла,0,0,E15,E16,a,1,0
колебался,поцеловался,0,0,E15,E16,a,1,0
первых,Сначала,0,0,E15,E16,a,1,0
природы,культуру,0,0,E15,E16,a,1,0
гимназию,гим,0,0,E15,E16,a,1,0
пошел,испугался,0,0,E15,E16,a,1,0
думает,Сидит,0,0,E15,E16,a,1,0
сел,лёг,0,0,E15,E16,a,1,0
осмелился,Он,0,0,E15,E16,a,1,0
бессонницею,плохо,0,0,E15,E16,a,1,0
сжало,сбылось,0,0,E15,E16,a,1,0
играла,Розина,0,0,E15,E16,a,1,0
воцарился,спокойно,0,0,E15,E16,a,1,0
Англии,Он,0,0,E15,E16,a,1,0
отнеслись,ели,0,0,E15,E16,a,1,0
вероисповедания,соседнем,0,0,E15,E16,a,1,0
спросил,постарела,0,0,E15,E16,a,1,0
пропустить,говорить,0,0,E15,E16,a,1,0
пакетбот,поплыл,0,0,E15,E16,a,1,0
вечную,прекрасной,0,0,E15,E16,a,1,0
стасовал,спросил,0,0,E15,E16,a,1,0
защемили,вернулись,0,0,E15,E16,a,1,0
желанием,чтобы,0,0,E15,E16,a,1,0
предрассудкам,пред,0,0,E15,E16,a,1,0
сидел,слышал,0,0,E15,E16,a,1,0
Очевидно,Теперь,0,0,E15,E16,a,1,0
заранее,тут,0,0,E15,E16,a,1,0
знают,можно,0,0,E15,E16,a,1,0
достижение,важное,0,0,E15,E16,a,1,0
никакого,своего,0,0,E15,E16,a,1,0
отвислыми,двигая,0,0,E15,E16,a,1,0
шесть,десять,0,0,E15,E16,a,1,0
Дважды,плюс,0,0,E15,E16,a,1,0
осмотрено,обязательно,0,0,E15,E16,a,1,0
поделился,подготовке,0,0,E15,E16,a,1,0
Вышли,они,0,0,E15,E16,a,1,0
интуицией,логика,0,0,E15,E16,a,1,0
то,нибудь,0,0,E15,E16,a,1,0
заблудилась,проснулась,0,0,E15,E16,a,1,0
чувствовала,была,0,0,E15,E16,a,1,0
предательство,штурм,0,0,E15,E16,a,1,0
Надеялся,объяснил,0,0,E15,E16,a,1,0
Очень,знали,0,0,E15,E16,a,1,0
говорил,рассчитал,0,0,E15,E16,a,1,0
мягче,придорожная,0,0,E15,E16,a,1,0
важный,плохи,0,0,E15,E16,a,1,0
был,сказал,0,0,E15,E16,a,1,0
окружающее,щее,0,0,E15,E16,a,1,0
идти,искать,0,0,E15,E16,a,1,0
башибузуки,турецких,0,0,E15,E16,a,1,0
она,вам,0,0,E15,E16,a,1,0
странное,пожалуйста,0,0,E15,E16,a,1,0
голову,часть,0,0,E15,E16,a,1,0
Вот,Хоть,0,0,E15,E16,a,1,0
стыдными,спокойствие,0,0,E15,E16,a,1,0
ничья,Партию,0,0,E15,E16,a,1,0
произвела,вела,0,0,E15,E16,a,1,0
словом,этом,0,0,E15,E16,a,1,0
за,незачем,0,0,E15,E16,a,1,0
полою,сердце,0,0,E15,E16,a,1,0
обнаружил,захотел,0,0,E15,E16,a,1,0
фальшивым,добрым,0,0,E15,E16,a,1,0
Вечером,Ну,0,0,E15,E16,a,1,0
знала,увидела,0,0,E15,E16,a,1,0
Страдаю,Ничего,0,0,E15,E16,a,1,0
самого,Вдруг,0,0,E15,E16,a,1,0
выражение,вы,0,0,E15,E16,a,1,0
Питера,Все,0,0,E15,E16,a,1,0
она,онавошедшему,0,0,E15,E16,a,1,0
открыли,заставь,0,0,E15,E16,a,1,0
спрятан,Фандорин,0,0,E15,E16,a,1,0
безобразие,воспитание,0,0,E15,E16,a,1,0
то,Однаждыон,0,0,E15,E16,a,1,0
сочинении,чи,0,0,E15,E16,a,1,0
подняв,сидя,0,0,E15,E16,a,1,0
отворила,вышла,0,0,E15,E16,a,1,0
гибнущий,милой,0,0,E15,E16,a,1,0
старалась,было,0,0,E15,E16,a,1,0
ребенка,князь,0,0,E15,E16,a,1,0
Провожу,ухожу,0,0,E15,E16,a,1,0
продержались,вели,0,0,E15,E16,a,1,0
горечью,Очередь,0,0,E15,E16,a,1,0
погоня,игра,0,0,E15,E16,a,1,0
покорно,спасибо,0,0,E15,E16,a,1,0
Уехала,Девушка,0,0,E15,E16,a,1,0
На,Когда,0,0,E15,E16,a,1,0
ним,Там,0,0,E15,E16,a,1,0
стояла,Вот,0,0,E15,E16,a,1,0
поглядел,сидел,0,0,E15,E16,a,1,0
обеду,Потом,0,0,E15,E16,a,1,0
стояли,вступали,0,0,E15,E16,a,1,0
уже,то,0,0,E15,E16,a,1,0
потирая,смеясь,0,0,E15,E16,a,1,0
уже,только,0,0,E15,E16,a,1,0
два,годдва,0,0,E15,E16,a,1,0
недобрые,Ардалионович,0,0,E15,E16,a,1,0
